"","control_1","control_2","control_3","Hoxa1KN_1","Hoxa1KN_2","Hoxa1KN_3"
"Path:hsa00532 Glycosaminoglycan biosynthesis-chondroitin sulfate/dermatan sulfate",-0.103896549626623,-0.199512585460748,-0.0708518011950937,0.182316693152236,-0.117100360204257,0.362873585739038
"Path:hsa00533 Glycosaminoglycan biosynthesis-keratan sulfate",-0.543263928192087,0.244329981030268,-0.0207058518923626,0.123144520819941,0.323368361212312,0.0514941721522636
"Path:hsa00534 Glycosaminoglycan biosynthesis-heparan sulfate/heparin",-0.285803151794855,-0.216762810539388,-0.0417684219134097,0.332023080789437,-0.0354994601161959,0.33733154820512
"Path:hsa00561 Glycerolipid metabolism",0.0954109444662624,-0.0382916421740682,0.0073534162099371,-0.102365013047426,-0.291060113779631,0.28993990702983
"Path:hsa00562 Inositol phosphate metabolism",-0.0137098970807079,-0.134273496116838,-0.119046479945936,-0.0240654708695465,0.182915714211498,0.162647500413115
"Path:hsa00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",-0.272198419957598,-0.0367860828187369,-0.115130531528683,0.437922461806055,-0.248865578753542,0.00221298659960711
"Path:hsa00564 Glycerophospholipid metabolism",-0.134427759174848,-0.244122029381608,0.0390681966984293,0.106473691439679,0.0580653351265515,0.253537860539309
"Path:hsa00565 Ether lipid metabolism",-0.13488677611597,-0.106050261099485,0.0901272099327617,0.0536928741140905,-0.0307496134662299,0.194420278263048
"Path:hsa00590 Arachidonic acid metabolism",-0.00851527015567272,-0.153553449352608,-0.213550503460213,0.0110488838390269,-0.0795945942315032,0.266340081208855
"Path:hsa00591 Linoleic acid metabolism",-0.360784093544132,0.447535287532458,0.158548495978898,-0.112436542457126,-0.315347132321315,0.0831282756696815
"Path:hsa00592 alpha-Linolenic acid metabolism",-0.22815390266391,0.453637295933879,0.0842263866071399,-0.1777516840086,-0.276314474642818,-0.104580060361794
"Path:hsa00600 Sphingolipid metabolism",-0.235730913638841,-0.0410787210817433,-0.178419167658582,0.222870242784318,0.0960512804103186,0.209834626915574
"Path:hsa00601 Glycosphingolipid biosynthesis-lacto and neolacto series",-0.527630358367654,0.243099155051189,-0.233205096417091,0.345426934313462,0.350703664797141,-0.217680780189403
"Path:hsa00603 Glycosphingolipid biosynthesis-globo and isoglobo series",-0.442216947834434,-0.427975298844925,-0.62051386266504,0.47604473887886,0.415237068790181,0.316353856563991
"Path:hsa00604 Glycosphingolipid biosynthesis-ganglio series",-0.337993632914541,-0.525148287692833,-0.48537139666889,0.420474940907908,0.503668354145537,0.429760306007188
"Path:hsa00620 Pyruvate metabolism",0.314126597617551,0.415186553258281,0.185490394278582,-0.347527238716606,-0.179125822726394,-0.349787542850273
"Path:hsa00630 Glyoxylate and dicarboxylate metabolism",0.353174848482271,0.216439240156161,0.324802865575536,-0.24483229205314,-0.32409083304344,-0.468065135713327
"Path:hsa00640 Propanoate metabolism",0.447623531993626,0.305492745432823,0.279639332884913,-0.46055635417728,-0.169785430432791,-0.421392754606593
"Path:hsa00650 Butanoate metabolism",0.178275062620119,0.313403936797714,0.577525668145031,-0.413129979848457,-0.272247592889163,-0.407496684123347
"Path:hsa00670 One carbon pool by folate",0.382024005077916,0.130328901524239,0.157043035651508,-0.200215333128257,-0.106201537400954,-0.34141674570342
"Path:hsa00730 Thiamine metabolism",0.324427081494118,0.23478445372022,0.156078769300134,-0.255346715414196,0.0123122790149977,-0.418068014360877
"Path:hsa00740 Riboflavin metabolism",0.00739936954535708,0.0869381788360329,-0.313745339843238,0.234679981198357,-0.0202692920225583,0.0699465196236147
"Path:hsa00760 Nicotinate and nicotinamide metabolism",0.350437836654935,0.391113754608985,0.399076916370176,-0.39378016076561,-0.419448062703607,-0.350218766331975
"Path:hsa00770 Pantothenate and CoA biosynthesis",0.226341276501672,-0.158404027982485,-0.127700499891322,-0.234135261566285,-0.0371191674775443,0.106326211474771
"Path:hsa00790 Folate biosynthesis",0.131481600044038,0.300124951917161,-0.0574674969134043,-0.460090521004424,-0.269112742134518,0.0389174598841791
"Path:hsa00830 Retinol metabolism",0.0813910744485063,-0.229005121877861,-0.200513494339975,0.217547511557034,0.0788423135405153,-0.00371288107317436
"Path:hsa00860 Porphyrin metabolism",0.38165885868543,0.163584666402557,0.281346567730121,-0.224619931618065,-0.0168445950320211,-0.337366674532685
"Path:hsa00900 Terpenoid backbone biosynthesis",0.108382087798704,0.171376445363078,0.0421860412971445,-0.0335975419311119,-0.175807613270698,-0.182294967047061
"Path:hsa00910 Nitrogen metabolism",0.191333870202036,0.283059506918901,-0.115801901836193,0.073236473925266,-0.62019263441689,-0.485462080898332
"Path:hsa00920 Sulfur metabolism",0.124832408772259,0.253215152227491,0.111429416879948,0.00527551620393521,-0.0117532663125827,-0.376643600697443
"Path:hsa00970 Aminoacyl-tRNA biosynthesis",0.440869455616542,0.460389862403802,0.289490991792538,-0.482847641559724,-0.368995581063236,-0.367322686386587
"Path:hsa00980 Metabolism of xenobiotics by cytochrome P450",-0.00255129458569922,-0.181318263226432,-0.279415856735721,0.130129183886329,-0.0380761655462177,0.224142757358691
"Path:hsa00982 Drug metabolism-cytochrome P450",0.0318399695554761,0.0403032186942934,-0.116784199901155,-0.168523684316943,0.0302020601246485,0.336249641114506
"Path:hsa00983 Drug metabolism-other enzymes",0.103933982026376,0.16394955635614,0.144408936998342,-0.269494438506435,-0.132748968750402,-0.0260195803487134
"Path:hsa01040 Biosynthesis of unsaturated fatty acids",0.123532590332846,0.287426967458314,0.138981467693256,-0.130150495676947,-0.118421249345515,-0.364603059107553
"Path:hsa01100 Metabolic pathways",0.0642007991587565,0.0152034358752753,0.0224904882489823,-0.0377009253660097,-0.0757866532850039,-0.0156878708011167
"Path:hsa01200 Carbon metabolism",0.317821168389444,0.317686404428847,0.288473659395929,-0.352064799050417,-0.344716763364086,-0.356716836132845
"Path:hsa01210 2-Oxocarboxylic acid metabolism",0.146701860730127,0.0891348918082177,0.451622136015189,-0.249577317727009,-0.162390951506683,-0.437443734825313
"Path:hsa01212 Fatty acid metabolism",0.22078736898808,0.271389598079396,0.329824375190875,-0.34642453699094,-0.187623551630761,-0.25974540968326
"Path:hsa01230 Biosynthesis of amino acids",0.521896054411067,0.226029313411536,0.35644299087244,-0.385554934309944,-0.316758098868192,-0.450444140778742
"Path:hsa01232 Nucleotide metabolism",0.173274808915055,0.272576001090624,0.290274843100405,-0.378001326168166,-0.23809888107822,-0.0457448707846565
"Path:hsa01240 Biosynthesis of cofactors",0.279808627343533,0.0534498014723861,0.238892824541904,-0.223915179428619,-0.196910744343805,-0.155582796915043
"Path:hsa01250 Biosynthesis of nucleotide sugars",0.327087104169836,0.0664576213268541,0.44762045313651,-0.301969703542651,-0.181137915510818,-0.38598853294607
"Path:hsa01521 EGFR tyrosine kinase inhibitor resistance",-0.101040944503553,0.0218689717358654,-0.0883055967371627,-0.039094662191963,0.147698005979742,0.0332977800152556
"Path:hsa01522 Endocrine resistance",-0.189598938894359,-0.0363467880499994,0.00293608298743445,-0.11151762849487,0.155475728568657,0.199435177889861
"Path:hsa01523 Antifolate resistance",0.0255976907663104,-0.226321530363953,0.0442049512884353,0.0623753575403275,-0.310699612082659,0.314016226934297
"Path:hsa01524 Platinum drug resistance",-0.0522813871108965,0.196359950246217,0.136891083677298,-0.176382717798356,-0.0307451918692625,-0.0419409890803604
"Path:hsa02010 ABC transporters",-0.230396757118808,-0.315473764549149,-0.261963395154957,0.416062105092915,-0.00728122356854927,0.344679275779853
"Path:hsa03008 Ribosome biogenesis in eukaryotes",0.138065952338689,0.439542156073247,0.181909698529594,-0.24602999955345,-0.187218274003551,-0.235070957357684
"Path:hsa03010 Ribosome",0.479596551788906,0.539512916020989,0.262601890748012,-0.219309627708735,-0.407212838545236,-0.549244269440953
"Path:hsa03013 Nucleocytoplasmic transport",0.104334519392134,0.25451398371908,0.353624294804584,-0.318211190186478,-0.269010908173811,-0.156436667884505
"Path:hsa03015 mRNA surveillance pathway",-0.0533077705360546,0.0188356767663428,0.202618654023342,-0.127802787781874,-0.118472423904815,0.0340572907145201
"Path:hsa03018 RNA degradation",0.424668601099435,0.258971307586346,0.160802374663094,-0.232307441223778,-0.289743967933468,-0.324265840118143
"Path:hsa03020 RNA polymerase",0.203664079181316,0.0723257983466784,0.288527081127215,-0.0775079982840048,-0.261347719410714,-0.22719204054939
"Path:hsa03022 Basal transcription factors",-0.230612915145639,-0.18015028206203,-0.181305579838055,0.190574737183703,0.227280592616442,0.343388278460107
"Path:hsa03030 DNA replication",0.12329307939094,0.622216995229286,0.529024486199664,-0.434783617914706,-0.420686574796928,-0.482038015451983
"Path:hsa03040 Spliceosome",0.134770121114174,0.414080200829102,0.425469034677034,-0.349816776480266,-0.316481727104826,-0.291617126290011
"Path:hsa03050 Proteasome",0.175597750976663,0.488091229675217,0.38044651320684,-0.442962402620379,-0.357280382079954,-0.18758510633773
"Path:hsa03060 Protein export",-0.131949384864076,0.376427372456773,-0.203542472416753,0.0404545847545614,0.340655404175973,-0.345661618471638
"Path:hsa03250 Viral life cycle-HIV-1",0.00675277335638105,-0.104407362998532,0.168714002227644,0.132409243703961,-0.108271065653045,-0.0115776706910186
"Path:hsa03320 PPAR signaling pathway",0.174077864706933,0.0155325174808324,0.107211805156039,-0.163110539407087,-0.0234246818504204,-0.128759151713576
"Path:hsa03410 Base excision repair",-0.0389846382507464,0.303763641095109,0.305719911933779,-0.146197757658579,-0.235688464793454,-0.0474317143577086
"Path:hsa03420 Nucleotide excision repair",0.00304001559813336,0.186726296732542,0.287710097388523,-0.38575385658906,-0.000676138103178209,-0.236987283358905
"Path:hsa03430 Mismatch repair",0.174817192110181,0.419369019323597,0.524882995731042,-0.393788972528138,-0.352979168900298,-0.574041120196704
"Path:hsa03440 Homologous recombination",0.161474159095563,0.437282004224231,0.433494035575664,-0.373845176040478,-0.429204871817303,-0.314197387870503
"Path:hsa03450 Non-homologous end-joining",-0.169790539194068,0.475761233759589,0.00819018296113883,-0.270521676063259,0.0782165699071526,0.0411561451235996
"Path:hsa03460 Fanconi anemia pathway",0.172066324330695,0.313670564227888,0.368915331826858,-0.285771690081107,-0.168301911441073,-0.330632477330276
"Path:hsa04010 MAPK signaling pathway",-0.0956630205988222,-0.0408228651330049,-0.0631260403744151,-0.0436826858383654,0.152910985035791,0.105421692629012
"Path:hsa04012 ErbB signaling pathway",-0.18924781919219,0.0306332613864511,-0.0514865277722282,-0.0759742090389852,0.0680661361316937,0.163634987715615
"Path:hsa04014 Ras signaling pathway",-0.241791580924498,0.059809809240686,-0.0238591417102209,-0.100295734817727,0.183177554324236,0.149639166610395
"Path:hsa04015 Rap1 signaling pathway",-0.128070264553694,0.00841920265321427,0.00784102790398167,-0.169943895092733,0.16197594345314,0.104661083948853
"Path:hsa04020 Calcium signaling pathway",-0.0307890107218248,0.0448305595532977,-0.123071136724089,-0.00354256203627795,-0.0126323182290455,0.0719163801521838
"Path:hsa04022 cGMP-PKG signaling pathway",-0.0347093135992981,0.0962898402469148,0.0549996778904148,-0.117441006675699,0.125121521919115,-0.106621693609044
"Path:hsa04024 cAMP signaling pathway",-0.016010469907177,0.0656830686895834,-0.0252979098138217,-0.0981942454317875,0.104012187018626,0.00699722256978874
"Path:hsa04060 Cytokine-cytokine receptor interaction",-0.161070402466018,-0.11289389974358,-0.232230618240502,0.113123095715443,0.163447140617627,0.318292961177713
"Path:hsa04061 Viral protein interaction with cytokine and cytokine receptor",-0.105869921187908,-0.103402386404976,0.175324078663518,0.232306324687677,-0.217446922512602,0.179690315451237
"Path:hsa04062 Chemokine signaling pathway",-0.140654758782317,-0.118694903215423,0.0424108765656593,-0.132076229220368,0.0621960032054198,0.204039917259279
"Path:hsa04064 NF-kappa B signaling pathway",3.50709096093305e-05,0.0108573733874267,-0.00209752161036286,-0.181860312671565,-0.139403484185774,0.254868301965399
"Path:hsa04066 HIF-1 signaling pathway",0.19078579114949,0.220330026686325,0.0752778439723101,-0.163417713266927,-0.208675913356265,-0.134412218004421
"Path:hsa04068 FoxO signaling pathway",-0.180688088892172,-0.0164381214538542,-0.0543526009052476,-0.125136515625284,0.305400309674884,0.127273308193793
"Path:hsa04070 Phosphatidylinositol signaling system",0.0262206246975939,-0.0224579768160675,-0.0887638807765074,-0.0995364682787233,0.174360354653774,0.10105712497274
"Path:hsa04071 Sphingolipid signaling pathway",-0.152196402955394,0.157813576373299,0.0665873244903407,-0.145651453933806,0.0416788510272812,0.049305698718412
"Path:hsa04072 Phospholipase D signaling pathway",-0.241750242886308,-0.174917620931029,-0.037533254370769,-0.00907940501426538,0.140947654248493,0.310928037989973
"Path:hsa04080 Neuroactive ligand-receptor interaction",-0.134145266659198,-0.109313579254517,-0.184030841865874,0.138715372219339,0.0514029966647971,0.176411162472181
"Path:hsa04110 Cell cycle",0.138357252209116,0.255610831364212,0.307567440973475,-0.333219070795602,-0.0290858523205484,-0.228586997123535
"Path:hsa04114 Oocyte meiosis",0.100168831410361,0.313725000506424,0.237689846226316,-0.374678133100938,-0.1668610106429,-0.171507827328811
"Path:hsa04115 p53 signaling pathway",0.000661855128973377,0.0707687615225494,-0.00801375073594102,-0.124851656024272,0.125832331330181,-0.0888587675400667
"Path:hsa04120 Ubiquitin mediated proteolysis",-0.000199023014602978,-0.00863691629265834,0.0103140552290953,-0.161766095498813,0.0753759260524367,-0.0228697689714472
"Path:hsa04122 Sulfur relay system",-0.168179746215562,0.240789915941823,-0.0979381009346503,-0.242392596267004,-0.263394577462176,0.439189644523479
"Path:hsa04130 SNARE interactions in vesicular transport",-0.185003228789328,0.33329806383305,0.119328639972439,-0.30491256009131,0.272251673196309,-0.199128047183784
"Path:hsa04136 Autophagy-other",-0.171611851776881,0.0160844008695196,-0.218723406449365,0.112049516516876,0.0797522424623221,0.0278516889231187
"Path:hsa04137 Mitophagy-animal",0.0321118577600591,0.0358274561999631,0.0909338374503595,-0.19353499902058,0.194218811517267,-0.0105538286818087
"Path:hsa04140 Autophagy-animal",-0.166711760018517,-0.0381894161997049,-0.0390548820514609,-0.0276338942428474,0.199348943161068,0.0649045567568281
"Path:hsa04141 Protein processing in endoplasmic reticulum",-0.127136985207458,-0.193331189403231,0.0535344122033028,0.170691742782673,0.0746141423477605,0.0332996071876483
"Path:hsa04142 Lysosome",-0.2808491115556,-0.365270672610545,-0.238087965115747,0.399560104975479,0.229508832154156,0.223189219023954
"Path:hsa04144 Endocytosis",-0.056066018371465,0.125449574153504,0.164561885192072,-0.131142570065128,0.0788634091872662,-0.123932535426233
"Path:hsa04145 Phagosome",-0.231539357771719,-0.0676332361602504,-0.197290624386055,0.196760465361348,0.230546733566834,0.0499936558741884
"Path:hsa04146 Peroxisome",0.179889195263365,0.203176842591867,0.0226752109550521,-0.268211485367912,-0.0796583016048111,-0.118539498455649
"Path:hsa04150 mTOR signaling pathway",0.00974373654944166,-0.187298114393275,-0.0578767331173024,0.0542830185378537,0.154972412054178,-0.0231273013624013
"Path:hsa04151 PI3K-Akt signaling pathway",-0.139962113023303,-0.0291278715483078,0.0235373006439778,-0.023528673227903,0.153597036210165,0.0190642775830878
"Path:hsa04152 AMPK signaling pathway",0.00824107185576495,0.0121142475323023,0.193840050158861,-0.101631201730515,0.0298543120717079,-0.103869656891969
"Path:hsa04210 Apoptosis",0.00542407058072222,0.0839889964145059,0.165499323475748,-0.149312510149436,-0.171691721427249,0.00992433054296477
"Path:hsa04211 Longevity regulating pathway",0.0686574064758256,0.0612523204657898,0.00781302992303547,-0.100344719037839,0.146697036606401,-0.100178490505054
"Path:hsa04213 Longevity regulating pathway-multiple species",-0.0654179176763977,-0.00301654989401906,-0.0131318823619936,-0.0891261107953314,0.14444649163922,-0.00871876644020017
"Path:hsa04215 Apoptosis-multiple species",-0.118780444622783,0.270103194954026,-0.161866197157284,-0.184062699367018,0.0862529506622242,0.127184276967259
"Path:hsa04216 Ferroptosis",0.0336994616830583,0.179106331684981,-0.104543394431207,-0.130351333117973,-0.0790850689046977,0.109172837658712
"Path:hsa04217 Necroptosis",-0.0834609341851114,0.0333068186361692,0.0528624296104566,-0.00841342548763772,-0.130120409335818,0.16768480968877
"Path:hsa04218 Cellular senescence",-0.119464097614136,0.214434950411994,0.0661436910527376,-0.135625267567329,0.102884961415732,-0.111416179734012
"Path:hsa04260 Cardiac muscle contraction",-0.0175084168027535,-0.124076126402317,0.0195181715667316,0.102920623795905,0.0154178205997065,-0.20391641007821
"Path:hsa04261 Adrenergic signaling in cardiomyocytes",-0.0144755230411998,0.124835716050679,0.0387686133425866,-0.202068445410603,0.11379610645603,-0.117617241022799
"Path:hsa04270 Vascular smooth muscle contraction",-0.0199494873040984,0.186672531054279,0.061716880587196,-0.196829716333601,0.093606191657564,-0.0873680115046861
"Path:hsa04310 Wnt signaling pathway",0.0783208164853535,-0.0522787584962444,-0.0598665828626749,-0.0031208834225738,0.120011478488519,-0.0683858185510773
"Path:hsa04330 Notch signaling pathway",-0.23443348939156,-0.281254359412401,-0.0919352440026444,0.34672605630411,0.0913252497276499,0.150795251727798
"Path:hsa04340 Hedgehog signaling pathway",-0.163714508754958,-0.0199713456923675,0.0970511090030574,-0.110347384852739,0.147048254068548,0.0103068411329418
"Path:hsa04350 TGF-beta signaling pathway",-0.0958425999506165,-0.063869623850426,-0.101463146728511,-0.0142759082023526,0.218976788135172,0.051021489336633
"Path:hsa04360 Axon guidance",-0.0567674562095897,-0.139075720443501,0.0899452588318354,0.0108830157566782,0.080165937839177,0.0275429282428708
"Path:hsa04370 VEGF signaling pathway",-0.377861183863204,0.123386666888648,-0.0470794979416451,-0.0148711064176259,0.0838067882186771,0.226816977262996
"Path:hsa04371 Apelin signaling pathway",-0.17511317133706,0.112624332727917,-0.00450393335201585,-0.158184271534679,0.195168953233181,0.0294966757002523
"Path:hsa04380 Osteoclast differentiation",-0.0465667056493405,-0.0418265898141821,-0.0978811161195819,-0.131020571802347,0.0425411981445921,0.303274566896683
"Path:hsa04390 Hippo signaling pathway",-0.206784162511549,-0.0626692325970165,-0.0921121397032716,-0.0582524022069894,0.271626257586353,0.047363226829487
"Path:hsa04392 Hippo signaling pathway-multiple species",-0.322213776871516,0.241777573888012,0.196629899361845,-0.383811477690685,0.16706961653981,-0.000279396593177744
"Path:hsa04510 Focal adhesion",-0.000801665497376647,0.0411582290975914,0.0628021633869852,-0.105067998532638,0.167535594649967,-0.104629413771648
"Path:hsa04512 ECM-receptor interaction",-0.0638422506524709,-0.293633448992221,-0.0060464693807962,0.209401092231335,0.1928730926953,0.0333369215280452
"Path:hsa04514 Cell adhesion molecules",0.0908573438117087,-0.275007444392083,0.164087682817066,0.017398948063458,0.113232355822538,-0.144516349208587
"Path:hsa04520 Adherens junction",0.0589247294283584,0.172163746179484,0.172896390839783,-0.221586208032257,-0.0145484649261776,-0.160716897443263
"Path:hsa04530 Tight junction",0.0986696610690595,0.0788776127911068,0.192801540430547,-0.227296759422676,0.0410984304476928,-0.173706032771493
"Path:hsa04540 Gap junction",-0.0224941855842952,-0.0160198930619032,0.103763967633447,-0.152837153876731,0.0582656858422203,0.0709947910309734
"Path:hsa04550 Signaling pathways regulating pluripotency of stem cells",-0.13585070827354,-0.269430522973288,-0.25063618990091,0.209321059791089,0.301100777007094,0.254098563874461
"Path:hsa04610 Complement and coagulation cascades",-0.206657774714271,-0.217164758935311,-0.388882737262093,0.0722010702523215,0.259039265326242,0.547109774518328
"Path:hsa04611 Platelet activation",-0.201366295183438,0.0852276109146668,-0.123143395777451,-0.134636569619093,0.179315248904531,0.206543524532967
"Path:hsa04612 Antigen processing and presentation",-0.0251763209860573,-0.353326030000553,0.139166534897106,0.309652111254307,-0.00354400840047475,0.0598109020188332
"Path:hsa04613 Neutrophil extracellular trap formation",-0.023936309682526,0.0942042966835516,-0.0259191266456716,0.0344235459124174,-0.0821579963906931,0.0757483202621648
"Path:hsa04614 Renin-angiotensin system",-0.45433440080322,-0.281670833517756,-0.120607110855938,-0.0195753678957675,0.216363568524317,0.453752272831791
"Path:hsa04620 Toll-like receptor signaling pathway",-0.195476811514833,0.0897658698821091,0.125099999678422,-0.158207199391175,-0.0735512672453953,0.236161358859468
"Path:hsa04621 NOD-like receptor signaling pathway",-0.0858129237703705,0.164897074803797,0.0205922293408696,-0.167000163247233,-0.0678642507247024,0.179882135849249
"Path:hsa04622 RIG-I-like receptor signaling pathway",-0.0747703663946627,-0.0230518383381859,-0.0162653016524805,-0.313823000177672,0.0413713991612095,0.306838780615074
"Path:hsa04623 Cytosolic DNA-sensing pathway",-0.142063680931549,-0.11460340069628,0.0137154986158178,0.200011794594626,-0.146744841776695,0.184952432166356
"Path:hsa04625 C-type lectin receptor signaling pathway",-0.118987228949593,0.0545450194032249,-0.0788262419153825,-0.175954564852926,0.169480887832343,0.130524444788439
"Path:hsa04630 JAK-STAT signaling pathway",-0.115072332921752,-0.0577820663115015,-0.134913753553269,-0.101763143501161,0.135492054505145,0.265482254102075
"Path:hsa04640 Hematopoietic cell lineage",-0.248438989769246,-0.206420994637928,-0.0364388629244165,0.195079694136202,-0.0290187905246625,0.202436205672469
"Path:hsa04650 Natural killer cell mediated cytotoxicity",-0.133199260742514,-0.0453211299045334,-0.0980655366799374,-0.223361020968994,0.176590448415846,0.20238821506343
"Path:hsa04657 IL-17 signaling pathway",-0.158320143347149,-0.179955573318155,0.0342109690745786,0.0560767178518722,-0.0195546496162121,0.355140099596282
