"","control_1","control_2","control_3","Hoxa1KN_1","Hoxa1KN_2","Hoxa1KN_3"
"Path:hsa04015 Rap1 signaling pathway",0.0192571788765952,0.0415204190660359,0.0348378385138531,0.128008530960586,0.00624723285380113,0.0164599466417659
"Path:hsa04020 Calcium signaling pathway",0.146075633829283,0.394339531557379,0.037040826650647,0.150724036142064,0.155035350513767,0.132850267265147
"Path:hsa04022 cGMP-PKG signaling pathway",0.51140459169416,0.643902616823676,0.35733595009103,0.518763239085296,0.217019547171981,0.805413104472839
"Path:hsa04024 cAMP signaling pathway",0.546993565071317,0.777861067090812,0.0986634888842554,0.779250774331765,0.115306327999198,0.386434525205565
"Path:hsa04060 Cytokine-cytokine receptor interaction",3.91582049470011e-05,1.68439135689761e-06,2.97232485205574e-05,0.000155531232478267,3.96120962308289e-06,1.39196160967526e-06
"Path:hsa04061 Viral protein interaction with cytokine and cytokine receptor",0.0105198263528341,0.00668488078952837,0.0919840620624193,0.0161645632577275,0.0552278836869007,0.00674110390952123
"Path:hsa04062 Chemokine signaling pathway",0.020636812768564,0.00514350197533379,0.0213877469551339,0.0105777761910446,0.0194891562928397,0.00505352635646605
"Path:hsa04064 NF-kappa B signaling pathway",0.353109753323006,0.385629744989113,0.280290654568388,0.389841407674494,0.528961762389158,0.202270664041041
"Path:hsa04066 HIF-1 signaling pathway",0.69076615890095,0.413747517610184,0.911633381449329,0.462248857464853,0.621092015175849,0.895285768363311
"Path:hsa04068 FoxO signaling pathway",0.280506565541494,0.473207315079042,0.471377914679584,0.804592487478214,0.189754613147084,0.310817736188214
"Path:hsa04070 Phosphatidylinositol signaling system",0.55151757266551,0.685824148615141,0.2564814513242,0.931807894427958,0.213830323965355,0.356151678077941
"Path:hsa04071 Sphingolipid signaling pathway",0.403235310434656,0.904916351821847,0.839497510052858,0.858822412496404,0.526720975005908,0.926057808208928
"Path:hsa04072 Phospholipase D signaling pathway",0.00254919275105144,0.0057499841337976,0.00913652004543503,0.0125421048845957,0.00689190897371493,0.00156124281492533
"Path:hsa04080 Neuroactive ligand-receptor interaction",0.0294144852523854,0.0490471837950953,0.00464742043298379,0.0267737100636879,0.0162232973948208,0.0137664786569752
"Path:hsa04110 Cell cycle",2.72992924807436e-07,8.05541926670322e-08,4.99511375055358e-08,2.17790450854424e-08,9.02720252306144e-07,9.72470828107579e-08
"Path:hsa04114 Oocyte meiosis",3.07210667947339e-05,1.24959647907959e-05,2.38474144077692e-05,3.02143963928264e-05,1.03297781360459e-05,1.81448284699228e-05
"Path:hsa04115 p53 signaling pathway",0.240874435473383,0.282701580260597,0.313686361968537,0.189327195658726,0.38571031081202,0.303286119701997
"Path:hsa04120 Ubiquitin mediated proteolysis",0.172751835081979,0.189100297435968,0.190923098557684,0.112785890646439,0.279811130064417,0.195867766704601
"Path:hsa04122 Sulfur relay system",0.382478869619524,0.901779699963171,0.944896250553133,0.582098854979963,0.828378747299449,0.354867720822687
"Path:hsa04130 SNARE interactions in vesicular transport",0.608692758950527,0.902846405590173,0.900806563954542,0.50730580471502,0.559193236995209,0.660946770414568
"Path:hsa04136 Autophagy-other",0.271373195736203,0.25891709733635,0.227504660650298,0.222025562114231,0.256430395261322,0.27982183145249
"Path:hsa04137 Mitophagy-animal",0.842027975755494,0.368776150741669,0.371236246214203,0.419443248708224,0.815614678842614,0.25663792758313
"Path:hsa04140 Autophagy-animal",0.315935009303774,0.291792857104854,0.318392464653859,0.55199717056475,0.103892715482366,0.36258899730545
"Path:hsa04141 Protein processing in endoplasmic reticulum",0.370802884073482,0.249555668093118,0.428987728070866,0.254147741195451,0.374247423948961,0.405258216898862
"Path:hsa04142 Lysosome",1.01448553988793e-06,3.22099170828274e-06,1.80345052029043e-06,3.59864328218271e-08,1.6158316246287e-05,1.1687046478447e-06
"Path:hsa04144 Endocytosis",0.588384663563741,0.692054203515079,0.305678612122835,0.39096709636037,0.968824584451418,0.950147678283714
"Path:hsa04145 Phagosome",0.699225819814575,0.740120558084845,0.432523242607174,0.652219917850684,0.62976748488356,0.565133805996249
"Path:hsa04146 Peroxisome",0.0102639461555284,0.00171468982625416,0.00416515520607073,0.0033170507612056,0.00186678028538401,0.0220765114505779
"Path:hsa04150 mTOR signaling pathway",0.609057852431139,0.0393983737791586,0.12999243804783,0.269860779357641,0.0805660097367278,0.199694905175317
"Path:hsa04151 PI3K-Akt signaling pathway",0.00996506502133745,0.0181982970940906,0.0221954425384216,0.0552055772901631,0.00308792637932696,0.0150851749970818
"Path:hsa04152 AMPK signaling pathway",0.135364343835135,0.144331148940739,0.162261315460698,0.064165776994061,0.203103167613551,0.342502795901934
"Path:hsa04210 Apoptosis",0.0702350163412688,0.0614097099226332,0.090124551369535,0.0630541643872617,0.0236575680644481,0.155838161523503
"Path:hsa04211 Longevity regulating pathway",0.0888695262450122,0.248123666686192,0.277088737727359,0.0741737600283693,0.254732942743923,0.286959795188449
"Path:hsa04213 Longevity regulating pathway-multiple species",0.575061053491216,0.753443689008601,0.91033761373849,0.549021284434616,0.804969183893665,0.880390766302757
"Path:hsa04215 Apoptosis-multiple species",0.553120279971706,0.39903609271696,0.655597373825929,0.365590682455534,0.660977318354326,0.586931451082731
"Path:hsa04216 Ferroptosis",0.289671354028416,0.746633014557897,0.469177663651592,0.54260099684836,0.540390872046589,0.352186356373577
"Path:hsa04217 Necroptosis",0.408010513294615,0.740734468614883,0.813593472055768,0.676783643946548,0.803606682630544,0.467366228729028
"Path:hsa04218 Cellular senescence",0.15913793960971,0.0748716079389297,0.127353943531574,0.0491298742364028,0.285907348894079,0.108797009984603
"Path:hsa04260 Cardiac muscle contraction",0.639078857308471,0.921302932098631,0.687358381436545,0.500469715632986,0.566718031534721,0.704878663718302
"Path:hsa04261 Adrenergic signaling in cardiomyocytes",0.549443241551496,0.305981151240969,0.684636986099916,0.408487816787418,0.946795162332368,0.2881194499359
"Path:hsa04270 Vascular smooth muscle contraction",0.926726317240011,0.125940726503542,0.367400489690674,0.342428460470734,0.86473140518067,0.194287001910777
"Path:hsa04310 Wnt signaling pathway",0.307633127144377,0.221722154225362,0.124503980683601,0.151042198787172,0.0350515799447637,0.605812526663782
"Path:hsa04330 Notch signaling pathway",0.0112226796095355,0.00429525463964445,0.0250037647389293,0.00568888045412114,0.0154747371664199,0.0175602674564206
"Path:hsa04340 Hedgehog signaling pathway",0.842350271474222,0.901914366448138,0.992219963939888,0.860091380011258,0.679699746439,0.871607833790908
"Path:hsa04350 TGF-beta signaling pathway",0.278969778046561,0.21694519218542,0.26076304626049,0.474089898536421,0.0932533209886493,0.263998835658078
"Path:hsa04360 Axon guidance",0.154249987954672,0.0384670556483974,0.279528894456039,0.172187276854114,0.0820839025200122,0.111469270666912
"Path:hsa04370 VEGF signaling pathway",0.0303128260512153,0.111770792057133,0.069518401211034,0.0755692627794448,0.0821514609977879,0.0440204719944157
"Path:hsa04371 Apelin signaling pathway",0.608546173380191,0.73109889875894,0.980535305918365,0.85287981834676,0.60257364839985,0.935599236396276
"Path:hsa04380 Osteoclast differentiation",0.0627889161114155,0.0347651281802286,0.0241768108225601,0.0752948341605693,0.0495934798841111,0.0141251868272519
"Path:hsa04390 Hippo signaling pathway",0.169308246799816,0.150053762906194,0.527586738015815,0.438622954493233,0.110801401445471,0.24470823069837
"Path:hsa04392 Hippo signaling pathway-multiple species",0.541361860431655,0.241576343918576,0.0975481526735606,0.0501244760260859,0.158511566174104,0.274354345990389
"Path:hsa04510 Focal adhesion",0.853468298350482,0.723527194570764,0.621211857062508,0.925459551827858,0.408727638034933,0.850381165663172
"Path:hsa04512 ECM-receptor interaction",0.350997449426592,0.280332662584422,0.708184386570689,0.338082329698318,0.762894261175516,0.308360076246321
"Path:hsa04514 Cell adhesion molecules",0.0909482853532312,0.735102320596639,0.0647938957967225,0.199649872062652,0.47669266481727,0.0866257823581995
"Path:hsa04520 Adherens junction",0.863955223503785,0.509253450607202,0.522417246622328,0.893822214543425,0.94820887754013,0.450433270008828
"Path:hsa04530 Tight junction",0.00124214747064389,0.00586622526891734,0.000716395881056165,0.00154962484995369,0.00548537389413527,0.000353489774639166
"Path:hsa04540 Gap junction",0.87183330273087,0.928334087774619,0.612989704121085,0.798821163311064,0.732774345154859,0.854497486641833
"Path:hsa04550 Signaling pathways regulating pluripotency of stem cells",0.0323946823106472,0.00472838595682529,0.00648221620123995,0.0225187873840908,0.00227165491773765,0.0143945131364041
"Path:hsa04610 Complement and coagulation cascades",0.00501456519758275,0.0133757933672451,0.00183128709045124,0.0329444026624825,0.0111675340772704,0.000713290554607956
"Path:hsa04611 Platelet activation",0.0072462070811488,0.171303066904832,0.126171252374435,0.0718112290996668,0.134977062582941,0.0323228360093213
"Path:hsa04612 Antigen processing and presentation",0.285566203968062,0.11217641867594,0.562701794550835,0.356794140039184,0.229533778747219,0.205216784682343
"Path:hsa04613 Neutrophil extracellular trap formation",0.28450531235208,0.899756175458442,0.335733746783217,0.275734045413166,0.740664228717922,0.669092724218972
"Path:hsa04614 Renin-angiotensin system",0.0946765163607749,0.126106145359581,0.186960998092261,0.178433060780536,0.105021012628686,0.102552388703716
"Path:hsa04620 Toll-like receptor signaling pathway",0.0644323306697576,0.187809853594727,0.242850203451229,0.274290823764035,0.111586116386903,0.0879971362779873
"Path:hsa04621 NOD-like receptor signaling pathway",0.154085355168129,0.400711254271948,0.215669275579695,0.280962663667034,0.320446712021507,0.167534262946381
"Path:hsa04622 RIG-I-like receptor signaling pathway",0.504176297298435,0.244992906380561,0.44020605940719,0.758870018746115,0.371588555430607,0.172233333842716
"Path:hsa04623 Cytosolic DNA-sensing pathway",0.0541336358126312,0.181286832555738,0.150391198110483,0.0452927446753321,0.296243565559925,0.0893606850643212
"Path:hsa04625 C-type lectin receptor signaling pathway",0.113254536514636,0.153238324504383,0.0323952926467969,0.129656373333515,0.0829790163386337,0.0571508554409182
"Path:hsa04630 JAK-STAT signaling pathway",0.0365150413796772,0.0117460085543896,0.0259563880122387,0.219490407786937,0.0140219966522973,0.00252777806966772
"Path:hsa04640 Hematopoietic cell lineage",0.00093016703007878,0.0020842615647898,0.00765268121292704,0.00101844197364068,0.0247040143313707,0.00155153480114394
"Path:hsa04650 Natural killer cell mediated cytotoxicity",0.420914267236019,0.25474307943245,0.247961810069292,0.570273561540427,0.299729619819801,0.144933233643458
"Path:hsa04657 IL-17 signaling pathway",0.00109871841481449,0.00127278301313549,0.0017223777488274,0.00310749149881723,0.00301777150662385,0.000253142757044028
"Path:hsa04658 Th1 and Th2 cell differentiation",0.000524903772072102,0.000705266530266687,0.010456700446142,0.022959285074041,0.00225839802495736,0.00058269186242258
"Path:hsa04659 Th17 cell differentiation",1.1900782478913e-05,1.99401151600346e-05,0.000230473672947448,0.000159831636847235,0.000129456836880451,1.7296847599317e-05
"Path:hsa04660 T cell receptor signaling pathway",0.401219344514368,0.408699473482388,0.199978673128677,0.55741254993418,0.219804043361784,0.243397648022289
"Path:hsa04662 B cell receptor signaling pathway",0.535532077108635,0.0761887761450991,0.0295879734066215,0.115297814033304,0.158086268825774,0.0837521892322454
